user_id,mode,num_points,fraction_of_user_points
artgag,taxi,2987,1.0
ascley,taxi,3226,1.0
ashgat,taxi,1596,1.0
asigno,taxi,3369,1.0
askmec,taxi,2976,1.0
aslagn,taxi,2924,1.0
aswift,taxi,3306,1.0
atcila,taxi,3101,1.0
atfrav,taxi,2078,1.0
atfrim,taxi,3039,1.0
atidfi,taxi,3260,1.0
atnokv,taxi,2884,1.0
atsfiv,taxi,507,1.0
atzumb,taxi,3064,1.0
aucjun,taxi,1976,1.0
auctji,taxi,3026,1.0
aupcli,taxi,772,1.0
aurjye,taxi,2704,1.0
avdyab,taxi,2989,1.0
avglyb,taxi,2554,1.0
aviltl,taxi,3058,1.0
avpavi,taxi,2980,1.0
awnbeb,taxi,2856,1.0
awrenb,taxi,3361,1.0
awribi,taxi,2876,1.0
aydwah,taxi,3209,1.0
ayfsdu,taxi,3132,1.0
aygpha,taxi,2798,1.0
aypudb,taxi,3153,1.0
ayquas,taxi,2909,1.0
ayquex,taxi,3319,1.0
ayshek,taxi,2988,1.0
ayshow,taxi,2063,1.0
aysmsl,taxi,3210,1.0
eacder,taxi,2955,1.0
eadect,taxi,2791,1.0
eagbac,taxi,2363,1.0
eapceo,taxi,3314,1.0
easnsv,taxi,2647,1.0
eavcai,taxi,3163,1.0
eavfli,taxi,3273,1.0
ebcicy,taxi,3047,1.0
ebdafy,taxi,3261,1.0
ebenfr,taxi,2792,1.0
ebrulr,taxi,2987,1.0
ebstic,taxi,2675,1.0
eccest,taxi,3087,1.0
ecdiwo,taxi,3061,1.0
ecfesy,taxi,3259,1.0
ecforj,taxi,3186,1.0
ecgojt,taxi,3191,1.0
ecjeod,taxi,3064,1.0
eckeck,taxi,2406,1.0
ecnopl,taxi,3153,1.0
eddreb,taxi,3022,1.0
edeejd,taxi,3157,1.0
edglev,taxi,3145,1.0
edgrat,taxi,3207,1.0
edjiye,taxi,3377,1.0
edlyxy,taxi,3151,1.0
edmugr,taxi,3235,1.0
ednill,taxi,3304,1.0
edodbl,taxi,3051,1.0
edombo,taxi,376,1.0
edrafs,taxi,481,1.0
eedigk,taxi,3228,1.0
eefayb,taxi,3026,1.0
eegcef,taxi,2970,1.0
eemafb,taxi,2487,1.0
eenjou,taxi,3081,1.0
eersdo,taxi,3186,1.0
eesbaj,taxi,3271,1.0
efcati,taxi,3108,1.0
effneo,taxi,3261,1.0
efghak,taxi,2905,1.0
efgoak,taxi,3230,1.0
efmymo,taxi,501,1.0
efonve,taxi,3442,1.0
efsphe,taxi,2869,1.0
eggfri,taxi,3139,1.0
eghanw,taxi,2805,1.0
egloha,taxi,2994,1.0
egnata,taxi,3262,1.0
egreos,taxi,2620,1.0
egteir,taxi,2361,1.0
egwicj,taxi,2474,1.0
eiboid,taxi,2932,1.0
eicmyn,taxi,2533,1.0
eifvid,taxi,3128,1.0
eincuf,taxi,2051,1.0
eitpem,taxi,2207,1.0
ejcrur,taxi,2844,1.0
ejesba,taxi,2805,1.0
ejkipu,taxi,2824,1.0
ejnoax,taxi,2804,1.0
ejshig,taxi,3423,1.0
ejtobu,taxi,3319,1.0
ekenuc,taxi,3146,1.0
ekfrab,taxi,2714,1.0
ektamy,taxi,3337,1.0
ektuyo,taxi,2795,1.0
ekyosj,taxi,3336,1.0
elafle,taxi,3226,1.0
elbnax,taxi,3243,1.0
elfyea,taxi,3102,1.0
elhuyo,taxi,763,1.0
ellimt,taxi,2928,1.0
elswck,taxi,3232,1.0
elvgid,taxi,494,1.0
elwesn,taxi,3008,1.0
enarwe,taxi,3183,1.0
enekbl,taxi,3174,1.0
enidmo,taxi,2901,1.0
enjubp,taxi,3161,1.0
enkkan,taxi,3327,1.0
enyene,taxi,435,1.0
enyons,taxi,3347,1.0
eoccoi,taxi,3108,1.0
eoffri,taxi,3245,1.0
eoivqu,taxi,2691,1.0
eokrac,taxi,3066,1.0
eolgug,taxi,2980,1.0
eoslui,taxi,3259,1.0
eovsyt,taxi,3133,1.0
eoydba,taxi,1681,1.0
epabca,taxi,3341,1.0
epemva,taxi,3248,1.0
epkiap,taxi,3171,1.0
equioc,taxi,3251,1.0
equoaw,taxi,2913,1.0
erjboy,taxi,3189,1.0
erjcre,taxi,3196,1.0
erjtai,taxi,2900,1.0
erulgh,taxi,3194,1.0
erwumu,taxi,3144,1.0
eryeig,taxi,3120,1.0
eshria,taxi,2918,1.0
eshroa,taxi,3317,1.0
esnddc,taxi,3195,1.0
esudce,taxi,2967,1.0
etalra,taxi,2971,1.0
etirnf,taxi,401,1.0
etnads,taxi,3296,1.0
eufdod,taxi,2932,1.0
evbacc,taxi,3301,1.0
evdyff,taxi,3189,1.0
evfler,taxi,2425,1.0
evijce,taxi,2326,1.0
evjoko,taxi,3257,1.0
evmaja,taxi,2454,1.0
evtitd,taxi,3264,1.0
ewbglo,taxi,2836,1.0
ewedkl,taxi,2675,1.0
ewufri,taxi,3321,1.0
ewvnil,taxi,3037,1.0
exskaf,taxi,3282,1.0
eybmij,taxi,3107,1.0
eybyay,taxi,3127,1.0
eydadg,taxi,305,1.0
eytups,taxi,2915,1.0
iacbyb,taxi,2533,1.0
iackaw,taxi,3254,1.0
iafbag,taxi,2838,1.0
iafstn,taxi,3141,1.0
iaggri,taxi,2825,1.0
iagods,taxi,435,1.0
iahoro,taxi,2849,1.0
iapber,taxi,2998,1.0
iatmeu,taxi,2500,1.0
iatojb,taxi,3184,1.0
iawxbe,taxi,2807,1.0
ibflsr,taxi,3326,1.0
ibgryk,taxi,2920,1.0
iblool,taxi,2964,1.0
ibpijd,taxi,3093,1.0
ibwici,taxi,2902,1.0
icagpo,taxi,3242,1.0
icdahe,taxi,422,1.0
icdapn,taxi,3294,1.0
icdult,taxi,1943,1.0
icedpa,taxi,2700,1.0
ichank,taxi,2951,1.0
ichiki,taxi,3120,1.0
ickguw,taxi,3275,1.0
ickphi,taxi,3111,1.0
ickviy,taxi,3071,1.0
icodmu,taxi,2592,1.0
ictlyp,taxi,2719,1.0
ictmuo,taxi,2107,1.0
icwiro,taxi,3279,1.0
idbayb,taxi,2902,1.0
idcadg,taxi,2615,1.0
ideutg,taxi,3248,1.0
idholv,taxi,3280,1.0
idjoat,taxi,177,1.0
idjojw,taxi,1611,1.0
idjokv,taxi,3155,1.0
idlorr,taxi,3049,1.0
idodly,taxi,3113,1.0
idshyw,taxi,2964,1.0
idsmuk,taxi,3128,1.0
idtwal,taxi,327,1.0
idvoww,taxi,3314,1.0
ifanfa,taxi,2492,1.0
ifefro,taxi,2545,1.0
ifelas,taxi,3074,1.0
ifeshc,taxi,25,1.0
ifkald,taxi,2857,1.0
ifragc,taxi,2961,1.0
igglit,taxi,3028,1.0
igsoys,taxi,3212,1.0
igvidt,taxi,3183,1.0
ijcoga,taxi,3355,1.0
ijdeyd,taxi,3240,1.0
ijhigo,taxi,3114,1.0
ijhipv,taxi,3235,1.0
ijpiaw,taxi,3154,1.0
ijpruk,taxi,3171,1.0
ijthin,taxi,2921,1.0
ijtowh,taxi,3191,1.0
ikdagc,taxi,2866,1.0
ikkimm,taxi,3335,1.0
ikujfu,taxi,3074,1.0
ilcoby,taxi,3061,1.0
ilkble,taxi,2781,1.0
ilkedv,taxi,2939,1.0
ilyutj,taxi,3344,1.0
imhacy,taxi,2145,1.0
imnees,taxi,2985,1.0
imoikc,taxi,3097,1.0
imwryt,taxi,3043,1.0
imwyoj,taxi,3279,1.0
inckki,taxi,3019,1.0
indtwr,taxi,2930,1.0
indyep,taxi,3204,1.0
inghog,taxi,2917,1.0
inghot,taxi,2940,1.0
inhial,taxi,1524,1.0
inlica,taxi,3080,1.0
inquay,taxi,3111,1.0
inshfo,taxi,580,1.0
insodf,taxi,2942,1.0
ioajdi,taxi,3327,1.0
ioangi,taxi,2813,1.0
iodjie,taxi,3208,1.0
iodlac,taxi,3066,1.0
iofpli,taxi,3084,1.0
ioivkn,taxi,2827,1.0
iorjtw,taxi,3274,1.0
iotklo,taxi,3173,1.0
iovhar,taxi,3206,1.0
iovlit,taxi,3209,1.0
ioytgo,taxi,2769,1.0
ipdioi,taxi,3133,1.0
ipdraw,taxi,348,1.0
iphesp,taxi,2597,1.0
iphybc,taxi,3075,1.0
ipjier,taxi,2804,1.0
ippfei,taxi,2563,1.0
irjfen,taxi,3267,1.0
isekdy,taxi,3150,1.0
isfikt,taxi,2887,1.0
ishvir,taxi,3200,1.0
isnthl,taxi,850,1.0
ispaww,taxi,3270,1.0
isvayd,taxi,2701,1.0
itacfl,taxi,3074,1.0
itbadp,taxi,3050,1.0
itbejs,taxi,2783,1.0
itcemr,taxi,2986,1.0
ithpet,taxi,2652,1.0
itmeps,taxi,2676,1.0
itpivo,taxi,3175,1.0
itquir,taxi,3032,1.0
ivheoo,taxi,3158,1.0
ivkock,taxi,3055,1.0
izowcu,taxi,2438,1.0
oadwow,taxi,278,1.0
oafhyn,taxi,3181,1.0
oahudf,taxi,3213,1.0
oakpik,taxi,2932,1.0
oapwyc,taxi,3114,1.0
oasthu,taxi,2515,1.0
obacva,taxi,3014,1.0
obceoo,taxi,2932,1.0
obheuj,taxi,3167,1.0
objoyh,taxi,49,1.0
oblyag,taxi,3286,1.0
obsimj,taxi,3162,1.0
occeyd,taxi,2904,1.0
occrok,taxi,3050,1.0
ochotc,taxi,2884,1.0
ochtin,taxi,2770,1.0
ocjeng,taxi,3334,1.0
ockiho,taxi,3168,1.0
ockoac,taxi,1288,1.0
ockolr,taxi,2815,1.0
ocshit,taxi,3190,1.0
ocwyit,taxi,2639,1.0
odklob,taxi,2747,1.0
odlorh,taxi,3300,1.0
odocje,taxi,3145,1.0
odolfe,taxi,2828,1.0
odoywu,taxi,2703,1.0
odscix,taxi,2892,1.0
ofikco,taxi,3355,1.0
ofjeeq,taxi,3160,1.0
ofodwo,taxi,3312,1.0
ogawje,taxi,2879,1.0
ogdygd,taxi,2972,1.0
oggluv,taxi,2617,1.0
ogijtr,taxi,3192,1.0
ogikli,taxi,3016,1.0
ogjoch,taxi,3216,1.0
ognoww,taxi,2992,1.0
ogofvo,taxi,1548,1.0
ogphag,taxi,3178,1.0
ogshtc,taxi,3035,1.0
ogurju,taxi,3005,1.0
oiphye,taxi,2886,1.0
oipial,taxi,3194,1.0
oirzgo,taxi,2870,1.0
oivnab,taxi,3288,1.0
ojachm,taxi,3061,1.0
ojbaso,taxi,3201,1.0
ojfann,taxi,3211,1.0
ojfequ,taxi,2743,1.0
ojfiez,taxi,2755,1.0
ojpoot,taxi,3143,1.0
ojroig,taxi,3258,1.0
ojumna,taxi,3047,1.0
ojvigh,taxi,3199,1.0
ojwyky,taxi,3275,1.0
okavka,taxi,3184,1.0
okblah,taxi,3376,1.0
okchym,taxi,2813,1.0
okneyd,taxi,1725,1.0
oknsco,taxi,3068,1.0
okquak,taxi,3272,1.0
oksbos,taxi,2818,1.0
oktuls,taxi,2997,1.0
okvats,taxi,2619,1.0
oljnek,taxi,3324,1.0
omcuky,taxi,3066,1.0
omdrid,taxi,991,1.0
omluaj,taxi,3128,1.0
omwyek,taxi,3132,1.0
onanns,taxi,416,1.0
oncalk,taxi,3075,1.0
oncixp,taxi,3115,1.0
onghoj,taxi,2958,1.0
onkawc,taxi,2945,1.0
ononma,taxi,3201,1.0
onvahe,taxi,3286,1.0
onwohy,taxi,2488,1.0
onyacj,taxi,3176,1.0
onyenr,taxi,2905,1.0
oocsod,taxi,3127,1.0
oogchy,taxi,3067,1.0
ootquo,taxi,2600,1.0
ootyec,taxi,3329,1.0
oowfmu,taxi,253,1.0
opgove,taxi,2882,1.0
ophgir,taxi,2987,1.0
ophugb,taxi,3158,1.0
opjerm,taxi,3017,1.0
opmisa,taxi,3248,1.0
opnown,taxi,2806,1.0
oquiat,taxi,3186,1.0
orkbat,taxi,3052,1.0
orocdu,taxi,1919,1.0
orptme,taxi,3105,1.0
orrrar,taxi,3149,1.0
orsyal,taxi,2995,1.0
osacmu,taxi,1146,1.0
osckro,taxi,3248,1.0
oshyon,taxi,3301,1.0
osocce,taxi,3288,1.0
otasfi,taxi,3288,1.0
otfaho,taxi,2750,1.0
otmego,taxi,2311,1.0
otscok,taxi,3377,1.0
otswra,taxi,2873,1.0
otvasd,taxi,3231,1.0
ouvdan,taxi,2919,1.0
ovkojy,taxi,3254,1.0
ovnacg,taxi,2665,1.0
ovyijn,taxi,3099,1.0
owbsus,taxi,3227,1.0
owgves,taxi,3177,1.0
owhagm,taxi,2229,1.0
owufre,taxi,2581,1.0
oxdogh,taxi,3118,1.0
oyclsd,taxi,2567,1.0
oydtes,taxi,3300,1.0
oygmeb,taxi,2863,1.0
oygvar,taxi,2415,1.0
ubgiho,taxi,2945,1.0
ubjajo,taxi,3252,1.0
ubjaju,taxi,2977,1.0
ubnank,taxi,3026,1.0
ubzach,taxi,2640,1.0
ucbiya,taxi,3146,1.0
ucdewy,taxi,1654,1.0
ucgewf,taxi,3244,1.0
uchjaf,taxi,3101,1.0
ucovla,taxi,3074,1.0
ucvepn,taxi,3024,1.0
udguic,taxi,3055,1.0
udthon,taxi,2996,1.0
udtiog,taxi,3205,1.0
udveoy,taxi,3129,1.0
udwadl,taxi,2718,1.0
udwebi,taxi,2362,1.0
udwiul,taxi,3206,1.0
ufdoyn,taxi,3108,1.0
ugatna,taxi,3369,1.0
ugdifb,taxi,2724,1.0
uggdye,taxi,3239,1.0
ugifma,taxi,3038,1.0
ugthfu,taxi,2828,1.0
ujhuki,taxi,3024,1.0
ujkiwe,taxi,3064,1.0
ujnaww,taxi,3019,1.0
ujtosh,taxi,2152,1.0
ujtrud,taxi,3297,1.0
ukgoaf,taxi,3195,1.0
uklsdr,taxi,3266,1.0
uljior,taxi,2780,1.0
umhenw,taxi,2724,1.0
umsmth,taxi,3256,1.0
umvohu,taxi,3218,1.0
unquek,taxi,3055,1.0
unwrai,taxi,738,1.0
upchim,taxi,3289,1.0
upsjav,taxi,3268,1.0
upthin,taxi,2363,1.0
urfhod,taxi,3073,1.0
usadri,taxi,2506,1.0
usbekh,taxi,3203,1.0
ushfeo,taxi,3025,1.0
uthiss,taxi,2665,1.0
uthomo,taxi,3145,1.0
uthsyi,taxi,2462,1.0
utjanr,taxi,3220,1.0
utkibe,taxi,2631,1.0
utlurv,taxi,3236,1.0
utthwa,taxi,952,1.0
uttorh,taxi,2700,1.0
utvoho,taxi,3112,1.0
utwoab,taxi,3293,1.0
uvburk,taxi,2436,1.0
uvigch,taxi,3209,1.0
uvjeah,taxi,2917,1.0
uvjova,taxi,2794,1.0
uvreoi,taxi,2944,1.0
