user_id,mode,num_points,fraction_of_user_points
ioytgo,taxi,732,1.0
ipdioi,taxi,1284,1.0
ipdraw,taxi,155,1.0
iphesp,taxi,565,1.0
iphybc,taxi,1156,1.0
ipjier,taxi,891,1.0
ippfei,taxi,1208,1.0
irjfen,taxi,1228,1.0
isekdy,taxi,1094,1.0
isfikt,taxi,770,1.0
ishvir,taxi,1334,1.0
isnthl,taxi,236,1.0
ispaww,taxi,1433,1.0
isvayd,taxi,590,1.0
itacfl,taxi,1459,1.0
itbadp,taxi,1261,1.0
itbejs,taxi,1062,1.0
itcemr,taxi,1118,1.0
ithpet,taxi,561,1.0
itmeps,taxi,685,1.0
itpivo,taxi,1203,1.0
itquir,taxi,1166,1.0
ivheoo,taxi,1083,1.0
ivkock,taxi,1246,1.0
izowcu,taxi,459,1.0
oadwow,taxi,188,1.0
oafhyn,taxi,1250,1.0
oahudf,taxi,1582,1.0
oakpik,taxi,920,1.0
oapwyc,taxi,1371,1.0
oasthu,taxi,546,1.0
obacva,taxi,1195,1.0
obceoo,taxi,753,1.0
obheuj,taxi,1177,1.0
objoyh,taxi,21,1.0
oblyag,taxi,1426,1.0
obsimj,taxi,1346,1.0
occeyd,taxi,758,1.0
occrok,taxi,1074,1.0
ochotc,taxi,894,1.0
ochtin,taxi,673,1.0
ocjeng,taxi,1238,1.0
ockiho,taxi,1421,1.0
ockoac,taxi,458,1.0
ockolr,taxi,1338,1.0
ocshit,taxi,1068,1.0
ocwyit,taxi,754,1.0
odklob,taxi,656,1.0
odlorh,taxi,1298,1.0
odocje,taxi,1114,1.0
odolfe,taxi,782,1.0
odoywu,taxi,730,1.0
odscix,taxi,657,1.0
ofikco,taxi,1709,1.0
ofjeeq,taxi,1159,1.0
ofodwo,taxi,1011,1.0
ogawje,taxi,1165,1.0
ogdygd,taxi,1279,1.0
oggluv,taxi,533,1.0
ogijtr,taxi,1251,1.0
ogikli,taxi,1236,1.0
ogjoch,taxi,1376,1.0
ognoww,taxi,1197,1.0
ogofvo,taxi,787,1.0
ogphag,taxi,1333,1.0
ogshtc,taxi,1332,1.0
ogurju,taxi,1130,1.0
oiphye,taxi,1006,1.0
oipial,taxi,1376,1.0
oirzgo,taxi,888,1.0
oivnab,taxi,1167,1.0
ojachm,taxi,1228,1.0
ojbaso,taxi,1259,1.0
ojfann,taxi,1365,1.0
ojfequ,taxi,556,1.0
ojfiez,taxi,536,1.0
ojpoot,taxi,1310,1.0
ojroig,taxi,1187,1.0
ojumna,taxi,1308,1.0
ojvigh,taxi,1250,1.0
ojwyky,taxi,1314,1.0
okavka,taxi,1200,1.0
okblah,taxi,1752,1.0
okchym,taxi,856,1.0
okneyd,taxi,503,1.0
oknsco,taxi,1269,1.0
okquak,taxi,1358,1.0
oksbos,taxi,887,1.0
oktuls,taxi,1172,1.0
okvats,taxi,637,1.0
oljnek,taxi,1493,1.0
omcuky,taxi,1116,1.0
omdrid,taxi,585,1.0
omluaj,taxi,1105,1.0
omwyek,taxi,1161,1.0
onanns,taxi,205,1.0
oncalk,taxi,1137,1.0
oncixp,taxi,985,1.0
onghoj,taxi,1032,1.0
onkawc,taxi,1012,1.0
ononma,taxi,1375,1.0
onvahe,taxi,1280,1.0
onwohy,taxi,229,1.0
onyacj,taxi,1345,1.0
onyenr,taxi,1035,1.0
oocsod,taxi,1083,1.0
oogchy,taxi,1027,1.0
ootquo,taxi,480,1.0
ootyec,taxi,1542,1.0
oowfmu,taxi,63,1.0
opgove,taxi,853,1.0
ophgir,taxi,996,1.0
ophugb,taxi,1000,1.0
opjerm,taxi,1054,1.0
opmisa,taxi,1496,1.0
opnown,taxi,884,1.0
oquiat,taxi,1244,1.0
orkbat,taxi,1063,1.0
orocdu,taxi,687,1.0
orptme,taxi,1043,1.0
orrrar,taxi,1269,1.0
orsyal,taxi,971,1.0
osacmu,taxi,486,1.0
osckro,taxi,1274,1.0
oshyon,taxi,1496,1.0
osocce,taxi,1461,1.0
otasfi,taxi,1538,1.0
otfaho,taxi,772,1.0
otmego,taxi,296,1.0
otscok,taxi,1428,1.0
otswra,taxi,1531,1.0
otvasd,taxi,1269,1.0
ouvdan,taxi,1121,1.0
ovkojy,taxi,1373,1.0
ovnacg,taxi,507,1.0
ovyijn,taxi,1200,1.0
owbsus,taxi,1288,1.0
owgves,taxi,1324,1.0
owhagm,taxi,579,1.0
owufre,taxi,450,1.0
oxdogh,taxi,1433,1.0
oyclsd,taxi,594,1.0
oydtes,taxi,1489,1.0
oygmeb,taxi,982,1.0
oygvar,taxi,234,1.0
ubgiho,taxi,963,1.0
ubjajo,taxi,1502,1.0
ubjaju,taxi,829,1.0
ubnank,taxi,1094,1.0
ubzach,taxi,959,1.0
ucbiya,taxi,1118,1.0
ucdewy,taxi,578,1.0
ucgewf,taxi,1387,1.0
uchjaf,taxi,904,1.0
ucovla,taxi,815,1.0
ucvepn,taxi,888,1.0
udguic,taxi,1056,1.0
udthon,taxi,1145,1.0
udtiog,taxi,974,1.0
udveoy,taxi,1147,1.0
udwadl,taxi,753,1.0
udwebi,taxi,543,1.0
udwiul,taxi,1308,1.0
ufdoyn,taxi,997,1.0
ugatna,taxi,1651,1.0
ugdifb,taxi,747,1.0
uggdye,taxi,1478,1.0
ugifma,taxi,911,1.0
ugthfu,taxi,936,1.0
ujhuki,taxi,1051,1.0
ujkiwe,taxi,1111,1.0
ujnaww,taxi,1082,1.0
ujtosh,taxi,940,1.0
ujtrud,taxi,1214,1.0
ukgoaf,taxi,1331,1.0
uklsdr,taxi,1542,1.0
uljior,taxi,763,1.0
umhenw,taxi,556,1.0
umsmth,taxi,1348,1.0
umvohu,taxi,1530,1.0
unquek,taxi,1087,1.0
unwrai,taxi,162,1.0
upchim,taxi,1568,1.0
upsjav,taxi,1540,1.0
upthin,taxi,382,1.0
urfhod,taxi,1106,1.0
usadri,taxi,133,1.0
usbekh,taxi,1100,1.0
ushfeo,taxi,867,1.0
uthiss,taxi,467,1.0
uthomo,taxi,1131,1.0
uthsyi,taxi,259,1.0
utjanr,taxi,1404,1.0
utkibe,taxi,547,1.0
utlurv,taxi,1436,1.0
utthwa,taxi,296,1.0
uttorh,taxi,1023,1.0
utvoho,taxi,956,1.0
utwoab,taxi,1402,1.0
uvburk,taxi,427,1.0
uvigch,taxi,1472,1.0
uvjeah,taxi,763,1.0
uvjova,taxi,731,1.0
uvreoi,taxi,1007,1.0
