user_id,sample_interval_min,interpolation_method,mode,num_points
aichas,15,linear,taxi,2015
aichas,15,nearest,taxi,803
ailbcu,15,linear,taxi,2011
ailbcu,15,nearest,taxi,728
aimidd,15,linear,taxi,2015
aimidd,15,nearest,taxi,990
ainpli,15,linear,taxi,2014
ainpli,15,nearest,taxi,1175
aitpyg,15,linear,taxi,2015
aitpyg,15,nearest,taxi,1154
aivtyt,15,linear,taxi,1649
aivtyt,15,nearest,taxi,807
aiwalb,15,linear,taxi,2015
aiwalb,15,nearest,taxi,972
ajixdo,15,linear,taxi,1634
ajixdo,15,nearest,taxi,794
ajsips,15,linear,taxi,2014
ajsips,15,nearest,taxi,1186
ajsned,15,linear,taxi,2014
ajsned,15,nearest,taxi,1179
ajthof,15,linear,taxi,1984
ajthof,15,nearest,taxi,1030
ajtreo,15,linear,taxi,2010
ajtreo,15,nearest,taxi,496
akgicj,15,linear,taxi,2015
akgicj,15,nearest,taxi,1206
akvutv,15,linear,taxi,2015
akvutv,15,nearest,taxi,1147
akyeer,15,linear,taxi,1979
akyeer,15,nearest,taxi,1056
aldhid,15,linear,taxi,2012
aldhid,15,nearest,taxi,692
alnihi,15,linear,taxi,2015
alnihi,15,nearest,taxi,1180
alshet,15,linear,taxi,2013
alshet,15,nearest,taxi,1046
amciuc,15,linear,taxi,1980
amciuc,15,nearest,taxi,902
amknyw,15,linear,taxi,2015
amknyw,15,nearest,taxi,1152
amnurg,15,linear,taxi,1685
amnurg,15,nearest,taxi,642
amvefa,15,linear,taxi,2015
amvefa,15,nearest,taxi,711
amwibs,15,linear,taxi,2015
amwibs,15,nearest,taxi,1239
ancedv,15,linear,taxi,692
ancedv,15,nearest,taxi,357
ancorj,15,linear,taxi,2010
ancorj,15,nearest,taxi,802
ancycl,15,linear,taxi,2012
ancycl,15,nearest,taxi,869
andyol,15,linear,taxi,2015
andyol,15,nearest,taxi,1310
aniajc,15,linear,taxi,2015
aniajc,15,nearest,taxi,1129
anidgi,15,linear,taxi,2015
anidgi,15,nearest,taxi,1046
ankped,15,linear,taxi,2015
ankped,15,nearest,taxi,1214
ansyut,15,linear,taxi,2004
ansyut,15,nearest,taxi,1006
anucks,15,linear,taxi,2015
anucks,15,nearest,taxi,1105
anupwr,15,linear,taxi,2015
anupwr,15,nearest,taxi,710
apigcy,15,linear,taxi,2015
apigcy,15,nearest,taxi,1199
appsri,15,linear,taxi,2014
appsri,15,nearest,taxi,898
apssky,15,linear,taxi,2015
apssky,15,nearest,taxi,1126
aquawa,15,linear,taxi,2015
aquawa,15,nearest,taxi,1086
arcksy,15,linear,taxi,2015
arcksy,15,nearest,taxi,1277
arcuim,15,linear,taxi,2013
arcuim,15,nearest,taxi,941
arcurb,15,linear,taxi,2015
arcurb,15,nearest,taxi,1197
arhilb,15,linear,taxi,2015
arhilb,15,nearest,taxi,1162
arlwra,15,linear,taxi,2014
arlwra,15,nearest,taxi,1115
arphau,15,linear,taxi,2015
arphau,15,nearest,taxi,1155
artgag,15,linear,taxi,1800
artgag,15,nearest,taxi,1187
ascley,15,linear,taxi,1990
ascley,15,nearest,taxi,1236
ashgat,15,linear,taxi,961
ashgat,15,nearest,taxi,635
asigno,15,linear,taxi,2015
asigno,15,nearest,taxi,1354
askmec,15,linear,taxi,2015
askmec,15,nearest,taxi,961
aslagn,15,linear,taxi,2008
aslagn,15,nearest,taxi,916
aswift,15,linear,taxi,2015
aswift,15,nearest,taxi,1291
atcila,15,linear,taxi,2015
atcila,15,nearest,taxi,1086
atfrav,15,linear,taxi,1505
atfrav,15,nearest,taxi,573
atfrim,15,linear,taxi,2013
atfrim,15,nearest,taxi,1026
atidfi,15,linear,taxi,2015
atidfi,15,nearest,taxi,1245
atnokv,15,linear,taxi,2012
atnokv,15,nearest,taxi,872
atsfiv,15,linear,taxi,333
atsfiv,15,nearest,taxi,174
atzumb,15,linear,taxi,2015
atzumb,15,nearest,taxi,1049
aucjun,15,linear,taxi,1643
aucjun,15,nearest,taxi,333
auctji,15,linear,taxi,2015
auctji,15,nearest,taxi,1011
aupcli,15,linear,taxi,545
aupcli,15,nearest,taxi,227
aurjye,15,linear,taxi,2015
aurjye,15,nearest,taxi,689
avdyab,15,linear,taxi,2015
avdyab,15,nearest,taxi,974
avglyb,15,linear,taxi,2015
avglyb,15,nearest,taxi,539
aviltl,15,linear,taxi,2013
aviltl,15,nearest,taxi,1045
avpavi,15,linear,taxi,2015
avpavi,15,nearest,taxi,965
awnbeb,15,linear,taxi,1976
awnbeb,15,nearest,taxi,880
awrenb,15,linear,taxi,2013
awrenb,15,nearest,taxi,1348
awribi,15,linear,taxi,1930
awribi,15,nearest,taxi,946
aydwah,15,linear,taxi,1937
aydwah,15,nearest,taxi,1272
ayfsdu,15,linear,taxi,2015
ayfsdu,15,nearest,taxi,1117
aygpha,15,linear,taxi,1857
aygpha,15,nearest,taxi,941
aypudb,15,linear,taxi,2013
aypudb,15,nearest,taxi,1140
ayquas,15,linear,taxi,1852
ayquas,15,nearest,taxi,1057
ayquex,15,linear,taxi,2014
ayquex,15,nearest,taxi,1305
ayshek,15,linear,taxi,2015
ayshek,15,nearest,taxi,973
ayshow,15,linear,taxi,2015
ayshow,15,nearest,taxi,48
aysmsl,15,linear,taxi,2015
aysmsl,15,nearest,taxi,1195
eacder,15,linear,taxi,2013
eacder,15,nearest,taxi,942
eadect,15,linear,taxi,2015
eadect,15,nearest,taxi,776
eagbac,15,linear,taxi,1817
eagbac,15,nearest,taxi,546
eapceo,15,linear,taxi,2015
eapceo,15,nearest,taxi,1299
easnsv,15,linear,taxi,2014
easnsv,15,nearest,taxi,633
eavcai,15,linear,taxi,2014
eavcai,15,nearest,taxi,1149
eavfli,15,linear,taxi,2009
eavfli,15,nearest,taxi,1264
ebcicy,15,linear,taxi,2015
ebcicy,15,nearest,taxi,1032
ebdafy,15,linear,taxi,2015
ebdafy,15,nearest,taxi,1246
ebenfr,15,linear,taxi,2015
ebenfr,15,nearest,taxi,777
ebrulr,15,linear,taxi,2015
ebrulr,15,nearest,taxi,972
ebstic,15,linear,taxi,2015
ebstic,15,nearest,taxi,660
eccest,15,linear,taxi,2014
eccest,15,nearest,taxi,1073
ecdiwo,15,linear,taxi,2015
ecdiwo,15,nearest,taxi,1046
ecfesy,15,linear,taxi,2015
ecfesy,15,nearest,taxi,1244
ecforj,15,linear,taxi,2013
ecforj,15,nearest,taxi,1173
ecgojt,15,linear,taxi,2015
ecgojt,15,nearest,taxi,1176
ecjeod,15,linear,taxi,2015
ecjeod,15,nearest,taxi,1049
eckeck,15,linear,taxi,1707
eckeck,15,nearest,taxi,699
ecnopl,15,linear,taxi,2013
ecnopl,15,nearest,taxi,1140
eddreb,15,linear,taxi,2012
eddreb,15,nearest,taxi,1010
edeejd,15,linear,taxi,2015
edeejd,15,nearest,taxi,1142
edglev,15,linear,taxi,2015
edglev,15,nearest,taxi,1130
edgrat,15,linear,taxi,2015
edgrat,15,nearest,taxi,1192
edjiye,15,linear,taxi,2015
edjiye,15,nearest,taxi,1362
edlyxy,15,linear,taxi,2015
edlyxy,15,nearest,taxi,1136
edmugr,15,linear,taxi,2001
edmugr,15,nearest,taxi,1234
ednill,15,linear,taxi,2014
ednill,15,nearest,taxi,1290
edodbl,15,linear,taxi,2015
edodbl,15,nearest,taxi,1036
edombo,15,linear,taxi,246
edombo,15,nearest,taxi,130
edrafs,15,linear,taxi,286
edrafs,15,nearest,taxi,195
eedigk,15,linear,taxi,2015
eedigk,15,nearest,taxi,1213
eefayb,15,linear,taxi,2013
eefayb,15,nearest,taxi,1013
eegcef,15,linear,taxi,1924
eegcef,15,nearest,taxi,1046
eemafb,15,linear,taxi,2013
eemafb,15,nearest,taxi,474
eenjou,15,linear,taxi,2015
eenjou,15,nearest,taxi,1066
eersdo,15,linear,taxi,2015
eersdo,15,nearest,taxi,1171
eesbaj,15,linear,taxi,2015
eesbaj,15,nearest,taxi,1256
efcati,15,linear,taxi,1980
efcati,15,nearest,taxi,1128
effneo,15,linear,taxi,2015
effneo,15,nearest,taxi,1246
efghak,15,linear,taxi,2014
efghak,15,nearest,taxi,891
efgoak,15,linear,taxi,2015
efgoak,15,nearest,taxi,1215
efmymo,15,linear,taxi,323
efmymo,15,nearest,taxi,178
efonve,15,linear,taxi,2006
efonve,15,nearest,taxi,1436
efsphe,15,linear,taxi,1981
efsphe,15,nearest,taxi,888
eggfri,15,linear,taxi,2015
eggfri,15,nearest,taxi,1124
eghanw,15,linear,taxi,1809
eghanw,15,nearest,taxi,996
egloha,15,linear,taxi,2014
egloha,15,nearest,taxi,980
egnata,15,linear,taxi,2015
egnata,15,nearest,taxi,1247
egreos,15,linear,taxi,2015
egreos,15,nearest,taxi,605
egteir,15,linear,taxi,1636
egteir,15,nearest,taxi,725
egwicj,15,linear,taxi,2015
egwicj,15,nearest,taxi,459
eiboid,15,linear,taxi,2015
eiboid,15,nearest,taxi,917
eicmyn,15,linear,taxi,2003
eicmyn,15,nearest,taxi,530
eifvid,15,linear,taxi,2015
eifvid,15,nearest,taxi,1113
eincuf,15,linear,taxi,1892
eincuf,15,nearest,taxi,159
eitpem,15,linear,taxi,1779
eitpem,15,nearest,taxi,428
ejcrur,15,linear,taxi,2015
ejcrur,15,nearest,taxi,829
ejesba,15,linear,taxi,2015
ejesba,15,nearest,taxi,790
ejkipu,15,linear,taxi,2012
ejkipu,15,nearest,taxi,812
ejnoax,15,linear,taxi,2014
ejnoax,15,nearest,taxi,790
ejshig,15,linear,taxi,2015
ejshig,15,nearest,taxi,1408
ejtobu,15,linear,taxi,2015
ejtobu,15,nearest,taxi,1304
ekenuc,15,linear,taxi,2015
ekenuc,15,nearest,taxi,1131
ekfrab,15,linear,taxi,1993
ekfrab,15,nearest,taxi,721
ektamy,15,linear,taxi,2014
ektamy,15,nearest,taxi,1323
ektuyo,15,linear,taxi,2014
ektuyo,15,nearest,taxi,781
ekyosj,15,linear,taxi,2013
ekyosj,15,nearest,taxi,1323
elafle,15,linear,taxi,2015
elafle,15,nearest,taxi,1211
elbnax,15,linear,taxi,2015
elbnax,15,nearest,taxi,1228
elfyea,15,linear,taxi,2015
elfyea,15,nearest,taxi,1087
elhuyo,15,linear,taxi,532
elhuyo,15,nearest,taxi,231
ellimt,15,linear,taxi,2015
ellimt,15,nearest,taxi,913
elswck,15,linear,taxi,2013
elswck,15,nearest,taxi,1219
elvgid,15,linear,taxi,379
elvgid,15,nearest,taxi,115
elwesn,15,linear,taxi,2015
elwesn,15,nearest,taxi,993
enarwe,15,linear,taxi,1988
enarwe,15,nearest,taxi,1195
enekbl,15,linear,taxi,2015
enekbl,15,nearest,taxi,1159
enidmo,15,linear,taxi,1990
enidmo,15,nearest,taxi,911
enjubp,15,linear,taxi,2014
enjubp,15,nearest,taxi,1147
enkkan,15,linear,taxi,2015
enkkan,15,nearest,taxi,1312
enyene,15,linear,taxi,323
enyene,15,nearest,taxi,112
enyons,15,linear,taxi,2015
enyons,15,nearest,taxi,1332
eoccoi,15,linear,taxi,1975
eoccoi,15,nearest,taxi,1133
eoffri,15,linear,taxi,2015
eoffri,15,nearest,taxi,1230
eoivqu,15,linear,taxi,2015
eoivqu,15,nearest,taxi,676
eokrac,15,linear,taxi,2013
eokrac,15,nearest,taxi,1053
eolgug,15,linear,taxi,2015
eolgug,15,nearest,taxi,965
eoslui,15,linear,taxi,1985
eoslui,15,nearest,taxi,1274
eovsyt,15,linear,taxi,2015
eovsyt,15,nearest,taxi,1118
eoydba,15,linear,taxi,1219
eoydba,15,nearest,taxi,462
epabca,15,linear,taxi,2015
epabca,15,nearest,taxi,1326
epemva,15,linear,taxi,2015
epemva,15,nearest,taxi,1233
epkiap,15,linear,taxi,2015
epkiap,15,nearest,taxi,1156
equioc,15,linear,taxi,2015
equioc,15,nearest,taxi,1236
equoaw,15,linear,taxi,2015
equoaw,15,nearest,taxi,898
erjboy,15,linear,taxi,2015
erjboy,15,nearest,taxi,1174
erjcre,15,linear,taxi,2009
erjcre,15,nearest,taxi,1187
erjtai,15,linear,taxi,2015
erjtai,15,nearest,taxi,885
erulgh,15,linear,taxi,2015
erulgh,15,nearest,taxi,1179
erwumu,15,linear,taxi,2012
erwumu,15,nearest,taxi,1132
eryeig,15,linear,taxi,2015
eryeig,15,nearest,taxi,1105
eshria,15,linear,taxi,2016
eshria,15,nearest,taxi,902
eshroa,15,linear,taxi,2015
eshroa,15,nearest,taxi,1302
esnddc,15,linear,taxi,2015
esnddc,15,nearest,taxi,1180
esudce,15,linear,taxi,2015
esudce,15,nearest,taxi,952
etalra,15,linear,taxi,2011
etalra,15,nearest,taxi,960
etirnf,15,linear,taxi,317
etirnf,15,nearest,taxi,84
etnads,15,linear,taxi,2014
etnads,15,nearest,taxi,1282
eufdod,15,linear,taxi,2007
eufdod,15,nearest,taxi,925
evbacc,15,linear,taxi,1999
evbacc,15,nearest,taxi,1302
evdyff,15,linear,taxi,2015
evdyff,15,nearest,taxi,1174
evfler,15,linear,taxi,1907
evfler,15,nearest,taxi,518
evijce,15,linear,taxi,2004
evijce,15,nearest,taxi,322
evjoko,15,linear,taxi,2015
evjoko,15,nearest,taxi,1242
evmaja,15,linear,taxi,2015
evmaja,15,nearest,taxi,439
evtitd,15,linear,taxi,2015
evtitd,15,nearest,taxi,1249
ewbglo,15,linear,taxi,2014
ewbglo,15,nearest,taxi,822
ewedkl,15,linear,taxi,2015
ewedkl,15,nearest,taxi,660
ewufri,15,linear,taxi,2015
ewufri,15,nearest,taxi,1306
ewvnil,15,linear,taxi,2015
ewvnil,15,nearest,taxi,1022
exskaf,15,linear,taxi,2015
exskaf,15,nearest,taxi,1267
eybmij,15,linear,taxi,2015
eybmij,15,nearest,taxi,1092
eybyay,15,linear,taxi,2013
eybyay,15,nearest,taxi,1114
eydadg,15,linear,taxi,243
eydadg,15,nearest,taxi,62
eytups,15,linear,taxi,2015
eytups,15,nearest,taxi,900
iacbyb,15,linear,taxi,1986
iacbyb,15,nearest,taxi,547
iackaw,15,linear,taxi,2015
iackaw,15,nearest,taxi,1239
iafbag,15,linear,taxi,1895
iafbag,15,nearest,taxi,943
iafstn,15,linear,taxi,2015
iafstn,15,nearest,taxi,1126
iaggri,15,linear,taxi,2015
iaggri,15,nearest,taxi,810
iagods,15,linear,taxi,283
iagods,15,nearest,taxi,152
iahoro,15,linear,taxi,2013
iahoro,15,nearest,taxi,836
iapber,15,linear,taxi,1938
iapber,15,nearest,taxi,1060
iatmeu,15,linear,taxi,2013
iatmeu,15,nearest,taxi,487
iatojb,15,linear,taxi,2015
iatojb,15,nearest,taxi,1169
iawxbe,15,linear,taxi,2015
iawxbe,15,nearest,taxi,792
ibflsr,15,linear,taxi,2015
ibflsr,15,nearest,taxi,1311
ibgryk,15,linear,taxi,2014
ibgryk,15,nearest,taxi,906
iblool,15,linear,taxi,2014
iblool,15,nearest,taxi,950
ibpijd,15,linear,taxi,2015
ibpijd,15,nearest,taxi,1078
ibwici,15,linear,taxi,2013
ibwici,15,nearest,taxi,889
icagpo,15,linear,taxi,2015
icagpo,15,nearest,taxi,1227
icdahe,15,linear,taxi,312
icdahe,15,nearest,taxi,110
icdapn,15,linear,taxi,2015
icdapn,15,nearest,taxi,1279
icdult,15,linear,taxi,1472
icdult,15,nearest,taxi,471
icedpa,15,linear,taxi,2015
icedpa,15,nearest,taxi,685
ichank,15,linear,taxi,1993
ichank,15,nearest,taxi,958
ichiki,15,linear,taxi,2015
ichiki,15,nearest,taxi,1105
ickguw,15,linear,taxi,2015
ickguw,15,nearest,taxi,1260
ickphi,15,linear,taxi,2015
ickphi,15,nearest,taxi,1096
ickviy,15,linear,taxi,2015
ickviy,15,nearest,taxi,1056
icodmu,15,linear,taxi,2015
icodmu,15,nearest,taxi,577
ictlyp,15,linear,taxi,2014
ictlyp,15,nearest,taxi,705
ictmuo,15,linear,taxi,1766
ictmuo,15,nearest,taxi,341
icwiro,15,linear,taxi,2015
icwiro,15,nearest,taxi,1264
idbayb,15,linear,taxi,2015
idbayb,15,nearest,taxi,887
idcadg,15,linear,taxi,2014
idcadg,15,nearest,taxi,601
ideutg,15,linear,taxi,2015
ideutg,15,nearest,taxi,1233
idholv,15,linear,taxi,2014
idholv,15,nearest,taxi,1266
idjoat,15,linear,taxi,96
idjoat,15,nearest,taxi,81
idjojw,15,linear,taxi,1456
idjojw,15,nearest,taxi,155
idjokv,15,linear,taxi,2015
idjokv,15,nearest,taxi,1140
idlorr,15,linear,taxi,2013
idlorr,15,nearest,taxi,1036
idodly,15,linear,taxi,2012
idodly,15,nearest,taxi,1101
idshyw,15,linear,taxi,1981
idshyw,15,nearest,taxi,983
idsmuk,15,linear,taxi,2015
idsmuk,15,nearest,taxi,1113
idtwal,15,linear,taxi,207
idtwal,15,nearest,taxi,120
idvoww,15,linear,taxi,2015
idvoww,15,nearest,taxi,1299
ifanfa,15,linear,taxi,1984
ifanfa,15,nearest,taxi,508
ifefro,15,linear,taxi,1791
ifefro,15,nearest,taxi,754
ifelas,15,linear,taxi,2015
ifelas,15,nearest,taxi,1059
ifeshc,15,linear,taxi,20
ifeshc,15,nearest,taxi,5
ifkald,15,linear,taxi,2015
ifkald,15,nearest,taxi,842
ifragc,15,linear,taxi,1987
ifragc,15,nearest,taxi,974
igglit,15,linear,taxi,2015
igglit,15,nearest,taxi,1013
igsoys,15,linear,taxi,2015
igsoys,15,nearest,taxi,1197
igvidt,15,linear,taxi,2014
igvidt,15,nearest,taxi,1169
ijcoga,15,linear,taxi,2014
ijcoga,15,nearest,taxi,1341
ijdeyd,15,linear,taxi,2015
ijdeyd,15,nearest,taxi,1225
ijhigo,15,linear,taxi,2015
ijhigo,15,nearest,taxi,1099
ijhipv,15,linear,taxi,2015
ijhipv,15,nearest,taxi,1220
ijpiaw,15,linear,taxi,2015
ijpiaw,15,nearest,taxi,1139
ijpruk,15,linear,taxi,2015
ijpruk,15,nearest,taxi,1156
ijthin,15,linear,taxi,1995
ijthin,15,nearest,taxi,926
ijtowh,15,linear,taxi,2015
ijtowh,15,nearest,taxi,1176
ikdagc,15,linear,taxi,2003
ikdagc,15,nearest,taxi,863
ikkimm,15,linear,taxi,2013
ikkimm,15,nearest,taxi,1322
ikujfu,15,linear,taxi,2015
ikujfu,15,nearest,taxi,1059
ilcoby,15,linear,taxi,2015
ilcoby,15,nearest,taxi,1046
ilkble,15,linear,taxi,2015
ilkble,15,nearest,taxi,766
ilkedv,15,linear,taxi,2014
ilkedv,15,nearest,taxi,925
ilyutj,15,linear,taxi,2015
ilyutj,15,nearest,taxi,1329
imhacy,15,linear,taxi,1910
imhacy,15,nearest,taxi,235
imnees,15,linear,taxi,2012
imnees,15,nearest,taxi,973
imoikc,15,linear,taxi,2015
imoikc,15,nearest,taxi,1082
imwryt,15,linear,taxi,2015
imwryt,15,nearest,taxi,1028
imwyoj,15,linear,taxi,2015
imwyoj,15,nearest,taxi,1264
inckki,15,linear,taxi,2014
inckki,15,nearest,taxi,1005
indtwr,15,linear,taxi,2015
indtwr,15,nearest,taxi,915
indyep,15,linear,taxi,2011
indyep,15,nearest,taxi,1193
inghog,15,linear,taxi,2015
inghog,15,nearest,taxi,902
inghot,15,linear,taxi,2015
inghot,15,nearest,taxi,925
inhial,15,linear,taxi,1244
inhial,15,nearest,taxi,280
inlica,15,linear,taxi,2015
inlica,15,nearest,taxi,1065
inquay,15,linear,taxi,2014
inquay,15,nearest,taxi,1097
inshfo,15,linear,taxi,415
inshfo,15,nearest,taxi,165
insodf,15,linear,taxi,2015
insodf,15,nearest,taxi,927
ioajdi,15,linear,taxi,2014
ioajdi,15,nearest,taxi,1313
ioangi,15,linear,taxi,1932
ioangi,15,nearest,taxi,881
iodjie,15,linear,taxi,2015
iodjie,15,nearest,taxi,1193
iodlac,15,linear,taxi,1890
iodlac,15,nearest,taxi,1176
iofpli,15,linear,taxi,2014
iofpli,15,nearest,taxi,1070
ioivkn,15,linear,taxi,1999
ioivkn,15,nearest,taxi,828
iorjtw,15,linear,taxi,2015
iorjtw,15,nearest,taxi,1259
iotklo,15,linear,taxi,2015
iotklo,15,nearest,taxi,1158
iovhar,15,linear,taxi,2015
iovhar,15,nearest,taxi,1191
iovlit,15,linear,taxi,2014
iovlit,15,nearest,taxi,1195
ioytgo,15,linear,taxi,2007
ioytgo,15,nearest,taxi,762
ipdioi,15,linear,taxi,2015
ipdioi,15,nearest,taxi,1118
ipdraw,15,linear,taxi,208
ipdraw,15,nearest,taxi,140
iphesp,15,linear,taxi,2013
iphesp,15,nearest,taxi,584
iphybc,15,linear,taxi,2015
iphybc,15,nearest,taxi,1060
ipjier,15,linear,taxi,2015
ipjier,15,nearest,taxi,789
ippfei,15,linear,taxi,1561
ippfei,15,nearest,taxi,1002
irjfen,15,linear,taxi,2014
irjfen,15,nearest,taxi,1253
isekdy,15,linear,taxi,2015
isekdy,15,nearest,taxi,1135
isfikt,15,linear,taxi,2015
isfikt,15,nearest,taxi,872
ishvir,15,linear,taxi,2015
ishvir,15,nearest,taxi,1185
isnthl,15,linear,taxi,641
isnthl,15,nearest,taxi,209
ispaww,15,linear,taxi,2015
ispaww,15,nearest,taxi,1255
isvayd,15,linear,taxi,2011
isvayd,15,nearest,taxi,690
itacfl,15,linear,taxi,2015
itacfl,15,nearest,taxi,1059
itbadp,15,linear,taxi,2015
itbadp,15,nearest,taxi,1035
itbejs,15,linear,taxi,1988
itbejs,15,nearest,taxi,795
itcemr,15,linear,taxi,1939
itcemr,15,nearest,taxi,1047
ithpet,15,linear,taxi,2014
ithpet,15,nearest,taxi,638
itmeps,15,linear,taxi,1958
itmeps,15,nearest,taxi,718
itpivo,15,linear,taxi,2012
itpivo,15,nearest,taxi,1163
itquir,15,linear,taxi,2015
itquir,15,nearest,taxi,1017
ivheoo,15,linear,taxi,2015
ivheoo,15,nearest,taxi,1143
ivkock,15,linear,taxi,2015
ivkock,15,nearest,taxi,1040
izowcu,15,linear,taxi,1987
izowcu,15,nearest,taxi,451
oadwow,15,linear,taxi,159
oadwow,15,nearest,taxi,119
oafhyn,15,linear,taxi,1997
oafhyn,15,nearest,taxi,1184
oahudf,15,linear,taxi,1984
oahudf,15,nearest,taxi,1229
oakpik,15,linear,taxi,1988
oakpik,15,nearest,taxi,944
oapwyc,15,linear,taxi,2014
oapwyc,15,nearest,taxi,1100
oasthu,15,linear,taxi,1946
oasthu,15,nearest,taxi,569
obacva,15,linear,taxi,2015
obacva,15,nearest,taxi,999
obceoo,15,linear,taxi,2015
obceoo,15,nearest,taxi,917
obheuj,15,linear,taxi,2015
obheuj,15,nearest,taxi,1152
objoyh,15,linear,taxi,30
objoyh,15,nearest,taxi,19
oblyag,15,linear,taxi,2015
oblyag,15,nearest,taxi,1271
obsimj,15,linear,taxi,2015
obsimj,15,nearest,taxi,1147
occeyd,15,linear,taxi,2015
occeyd,15,nearest,taxi,889
occrok,15,linear,taxi,2015
occrok,15,nearest,taxi,1035
ochotc,15,linear,taxi,2014
ochotc,15,nearest,taxi,870
ochtin,15,linear,taxi,2014
ochtin,15,nearest,taxi,756
ocjeng,15,linear,taxi,2015
ocjeng,15,nearest,taxi,1319
ockiho,15,linear,taxi,2015
ockiho,15,nearest,taxi,1153
ockoac,15,linear,taxi,870
ockoac,15,nearest,taxi,418
ockolr,15,linear,taxi,1663
ockolr,15,nearest,taxi,1152
ocshit,15,linear,taxi,2015
ocshit,15,nearest,taxi,1175
ocwyit,15,linear,taxi,2011
ocwyit,15,nearest,taxi,628
odklob,15,linear,taxi,2015
odklob,15,nearest,taxi,732
odlorh,15,linear,taxi,2014
odlorh,15,nearest,taxi,1286
odocje,15,linear,taxi,2014
odocje,15,nearest,taxi,1131
odolfe,15,linear,taxi,2015
odolfe,15,nearest,taxi,813
odoywu,15,linear,taxi,2015
odoywu,15,nearest,taxi,688
odscix,15,linear,taxi,2015
odscix,15,nearest,taxi,877
ofikco,15,linear,taxi,2015
ofikco,15,nearest,taxi,1340
ofjeeq,15,linear,taxi,2015
ofjeeq,15,nearest,taxi,1145
ofodwo,15,linear,taxi,2015
ofodwo,15,nearest,taxi,1297
ogawje,15,linear,taxi,1926
ogawje,15,nearest,taxi,953
ogdygd,15,linear,taxi,1930
ogdygd,15,nearest,taxi,1042
oggluv,15,linear,taxi,1956
oggluv,15,nearest,taxi,661
ogijtr,15,linear,taxi,2015
ogijtr,15,nearest,taxi,1177
ogikli,15,linear,taxi,2014
ogikli,15,nearest,taxi,1002
ogjoch,15,linear,taxi,2015
ogjoch,15,nearest,taxi,1201
ognoww,15,linear,taxi,2007
ognoww,15,nearest,taxi,985
ogofvo,15,linear,taxi,930
ogofvo,15,nearest,taxi,618
ogphag,15,linear,taxi,2015
ogphag,15,nearest,taxi,1163
ogshtc,15,linear,taxi,2015
ogshtc,15,nearest,taxi,1020
ogurju,15,linear,taxi,2015
ogurju,15,nearest,taxi,990
oiphye,15,linear,taxi,1954
oiphye,15,nearest,taxi,932
oipial,15,linear,taxi,2012
oipial,15,nearest,taxi,1182
oirzgo,15,linear,taxi,1986
oirzgo,15,nearest,taxi,884
oivnab,15,linear,taxi,2011
oivnab,15,nearest,taxi,1277
ojachm,15,linear,taxi,2014
ojachm,15,nearest,taxi,1047
ojbaso,15,linear,taxi,2014
ojbaso,15,nearest,taxi,1187
ojfann,15,linear,taxi,2015
ojfann,15,nearest,taxi,1196
ojfequ,15,linear,taxi,2015
