user_id,mode,num_points,fraction_of_user_points
ankped,taxi,1726,1.0
ansyut,taxi,1623,1.0
anucks,taxi,1704,1.0
anupwr,taxi,1479,1.0
apigcy,taxi,1719,1.0
appsri,taxi,1560,1.0
apssky,taxi,1638,1.0
aquawa,taxi,1666,1.0
arcksy,taxi,1754,1.0
arcuim,taxi,1598,1.0
arcurb,taxi,1726,1.0
arhilb,taxi,1732,1.0
arlwra,taxi,1759,1.0
arphau,taxi,1692,1.0
artgag,taxi,1590,1.0
ascley,taxi,1755,1.0
ashgat,taxi,848,1.0
asigno,taxi,1808,1.0
askmec,taxi,1674,1.0
aslagn,taxi,1582,1.0
aswift,taxi,1781,1.0
atcila,taxi,1653,1.0
atfrav,taxi,1102,1.0
atfrim,taxi,1670,1.0
atidfi,taxi,1780,1.0
atnokv,taxi,1629,1.0
atsfiv,taxi,285,1.0
atzumb,taxi,1659,1.0
aucjun,taxi,1031,1.0
auctji,taxi,1643,1.0
aupcli,taxi,415,1.0
aurjye,taxi,1417,1.0
avdyab,taxi,1609,1.0
avglyb,taxi,1386,1.0
aviltl,taxi,1656,1.0
avpavi,taxi,1567,1.0
awnbeb,taxi,1586,1.0
awrenb,taxi,1784,1.0
awribi,taxi,1527,1.0
aydwah,taxi,1696,1.0
ayfsdu,taxi,1667,1.0
aygpha,taxi,1480,1.0
aypudb,taxi,1715,1.0
ayquas,taxi,1534,1.0
ayquex,taxi,1784,1.0
ayshek,taxi,1588,1.0
ayshow,taxi,1054,1.0
aysmsl,taxi,1736,1.0
eacder,taxi,1628,1.0
eadect,taxi,1586,1.0
eagbac,taxi,1271,1.0
eapceo,taxi,1773,1.0
easnsv,taxi,1483,1.0
eavcai,taxi,1706,1.0
eavfli,taxi,1749,1.0
ebcicy,taxi,1648,1.0
ebdafy,taxi,1769,1.0
ebenfr,taxi,1528,1.0
ebrulr,taxi,1629,1.0
ebstic,taxi,1397,1.0
eccest,taxi,1683,1.0
ecdiwo,taxi,1686,1.0
ecfesy,taxi,1735,1.0
ecforj,taxi,1744,1.0
ecgojt,taxi,1715,1.0
ecjeod,taxi,1665,1.0
eckeck,taxi,1302,1.0
ecnopl,taxi,1695,1.0
eddreb,taxi,1606,1.0
edeejd,taxi,1731,1.0
edglev,taxi,1683,1.0
edgrat,taxi,1708,1.0
edjiye,taxi,1798,1.0
edlyxy,taxi,1704,1.0
edmugr,taxi,1752,1.0
ednill,taxi,1775,1.0
edodbl,taxi,1639,1.0
edombo,taxi,201,1.0
edrafs,taxi,257,1.0
eedigk,taxi,1750,1.0
eefayb,taxi,1671,1.0
eegcef,taxi,1600,1.0
eemafb,taxi,1405,1.0
eenjou,taxi,1677,1.0
eersdo,taxi,1718,1.0
eesbaj,taxi,1768,1.0
efcati,taxi,1661,1.0
effneo,taxi,1783,1.0
efghak,taxi,1607,1.0
efgoak,taxi,1714,1.0
efmymo,taxi,265,1.0
efonve,taxi,1851,1.0
efsphe,taxi,1637,1.0
eggfri,taxi,1699,1.0
eghanw,taxi,1526,1.0
egloha,taxi,1643,1.0
egnata,taxi,1739,1.0
egreos,taxi,1474,1.0
egteir,taxi,1253,1.0
egwicj,taxi,1347,1.0
eiboid,taxi,1602,1.0
eicmyn,taxi,1427,1.0
eifvid,taxi,1684,1.0
eincuf,taxi,1045,1.0
eitpem,taxi,1148,1.0
ejcrur,taxi,1533,1.0
ejesba,taxi,1485,1.0
ejkipu,taxi,1533,1.0
ejnoax,taxi,1510,1.0
ejshig,taxi,1817,1.0
ejtobu,taxi,1760,1.0
ekenuc,taxi,1724,1.0
ekfrab,taxi,1487,1.0
ektamy,taxi,1774,1.0
ektuyo,taxi,1500,1.0
ekyosj,taxi,1804,1.0
elafle,taxi,1756,1.0
elbnax,taxi,1769,1.0
elfyea,taxi,1689,1.0
elhuyo,taxi,402,1.0
ellimt,taxi,1594,1.0
elswck,taxi,1760,1.0
elvgid,taxi,250,1.0
elwesn,taxi,1583,1.0
enarwe,taxi,1673,1.0
enekbl,taxi,1687,1.0
enidmo,taxi,1552,1.0
enjubp,taxi,1720,1.0
enkkan,taxi,1807,1.0
enyene,taxi,247,1.0
enyons,taxi,1819,1.0
eoccoi,taxi,1736,1.0
eoffri,taxi,1714,1.0
eoivqu,taxi,1520,1.0
eokrac,taxi,1665,1.0
eolgug,taxi,1600,1.0
eoslui,taxi,1747,1.0
eovsyt,taxi,1727,1.0
eoydba,taxi,945,1.0
epabca,taxi,1777,1.0
epemva,taxi,1722,1.0
epkiap,taxi,1721,1.0
equioc,taxi,1808,1.0
equoaw,taxi,1544,1.0
erjboy,taxi,1692,1.0
erjcre,taxi,1700,1.0
erjtai,taxi,1591,1.0
erulgh,taxi,1733,1.0
erwumu,taxi,1705,1.0
eryeig,taxi,1709,1.0
eshria,taxi,1529,1.0
eshroa,taxi,1795,1.0
esnddc,taxi,1725,1.0
esudce,taxi,1578,1.0
etalra,taxi,1685,1.0
etirnf,taxi,216,1.0
etnads,taxi,1795,1.0
eufdod,taxi,1582,1.0
evbacc,taxi,1753,1.0
evdyff,taxi,1689,1.0
evfler,taxi,1340,1.0
evijce,taxi,1260,1.0
evjoko,taxi,1767,1.0
evmaja,taxi,1289,1.0
evtitd,taxi,1771,1.0
ewbglo,taxi,1548,1.0
ewedkl,taxi,1419,1.0
ewufri,taxi,1775,1.0
ewvnil,taxi,1639,1.0
exskaf,taxi,1818,1.0
eybmij,taxi,1727,1.0
eybyay,taxi,1716,1.0
eydadg,taxi,153,1.0
eytups,taxi,1607,1.0
iacbyb,taxi,1355,1.0
iackaw,taxi,1725,1.0
iafbag,taxi,1523,1.0
iafstn,taxi,1720,1.0
iaggri,taxi,1539,1.0
iagods,taxi,237,1.0
iahoro,taxi,1640,1.0
iapber,taxi,1602,1.0
iatmeu,taxi,1407,1.0
iatojb,taxi,1658,1.0
iawxbe,taxi,1558,1.0
ibflsr,taxi,1792,1.0
ibgryk,taxi,1581,1.0
iblool,taxi,1601,1.0
ibpijd,taxi,1643,1.0
ibwici,taxi,1579,1.0
icagpo,taxi,1738,1.0
icdahe,taxi,216,1.0
icdapn,taxi,1809,1.0
icdult,taxi,1050,1.0
icedpa,taxi,1414,1.0
ichank,taxi,1565,1.0
ichiki,taxi,1719,1.0
ickguw,taxi,1726,1.0
ickphi,taxi,1702,1.0
ickviy,taxi,1615,1.0
icodmu,taxi,1434,1.0
ictlyp,taxi,1446,1.0
ictmuo,taxi,1077,1.0
icwiro,taxi,1798,1.0
idbayb,taxi,1597,1.0
idcadg,taxi,1395,1.0
ideutg,taxi,1758,1.0
idholv,taxi,1772,1.0
idjoat,taxi,95,1.0
idjojw,taxi,807,1.0
idjokv,taxi,1732,1.0
idlorr,taxi,1611,1.0
idodly,taxi,1758,1.0
idshyw,taxi,1550,1.0
idsmuk,taxi,1698,1.0
idtwal,taxi,176,1.0
idvoww,taxi,1792,1.0
ifanfa,taxi,1330,1.0
ifefro,taxi,1401,1.0
ifelas,taxi,1673,1.0
ifeshc,taxi,10,1.0
ifkald,taxi,1578,1.0
ifragc,taxi,1538,1.0
igglit,taxi,1715,1.0
igsoys,taxi,1755,1.0
igvidt,taxi,1733,1.0
ijcoga,taxi,1763,1.0
ijdeyd,taxi,1746,1.0
ijhigo,taxi,1684,1.0
ijhipv,taxi,1711,1.0
ijpiaw,taxi,1719,1.0
ijpruk,taxi,1711,1.0
ijthin,taxi,1599,1.0
ijtowh,taxi,1746,1.0
ikdagc,taxi,1605,1.0
ikkimm,taxi,1820,1.0
ikujfu,taxi,1617,1.0
ilcoby,taxi,1704,1.0
ilkble,taxi,1515,1.0
ilkedv,taxi,1564,1.0
ilyutj,taxi,1786,1.0
imhacy,taxi,1091,1.0
imnees,taxi,1623,1.0
imoikc,taxi,1662,1.0
imwryt,taxi,1614,1.0
imwyoj,taxi,1708,1.0
inckki,taxi,1640,1.0
indtwr,taxi,1577,1.0
indyep,taxi,1727,1.0
inghog,taxi,1550,1.0
inghot,taxi,1609,1.0
inhial,taxi,779,1.0
inlica,taxi,1708,1.0
inquay,taxi,1697,1.0
inshfo,taxi,307,1.0
insodf,taxi,1555,1.0
ioajdi,taxi,1763,1.0
ioangi,taxi,1478,1.0
iodjie,taxi,1715,1.0
iodlac,taxi,1635,1.0
iofpli,taxi,1756,1.0
ioivkn,taxi,1604,1.0
iorjtw,taxi,1769,1.0
iotklo,taxi,1690,1.0
iovhar,taxi,1768,1.0
iovlit,taxi,1735,1.0
ioytgo,taxi,1499,1.0
ipdioi,taxi,1648,1.0
ipdraw,taxi,186,1.0
iphesp,taxi,1375,1.0
iphybc,taxi,1656,1.0
ipjier,taxi,1487,1.0
ippfei,taxi,1367,1.0
irjfen,taxi,1763,1.0
isekdy,taxi,1724,1.0
isfikt,taxi,1589,1.0
ishvir,taxi,1727,1.0
isnthl,taxi,458,1.0
ispaww,taxi,1753,1.0
isvayd,taxi,1476,1.0
itacfl,taxi,1634,1.0
itbadp,taxi,1652,1.0
itbejs,taxi,1474,1.0
itcemr,taxi,1659,1.0
ithpet,taxi,1473,1.0
itmeps,taxi,1440,1.0
itpivo,taxi,1713,1.0
itquir,taxi,1653,1.0
ivheoo,taxi,1746,1.0
ivkock,taxi,1686,1.0
izowcu,taxi,1276,1.0
oadwow,taxi,147,1.0
oafhyn,taxi,1734,1.0
oahudf,taxi,1688,1.0
oakpik,taxi,1578,1.0
oapwyc,taxi,1657,1.0
oasthu,taxi,1377,1.0
obacva,taxi,1635,1.0
obceoo,taxi,1686,1.0
obheuj,taxi,1738,1.0
objoyh,taxi,29,1.0
oblyag,taxi,1729,1.0
obsimj,taxi,1723,1.0
occeyd,taxi,1663,1.0
occrok,taxi,1657,1.0
ochotc,taxi,1568,1.0
ochtin,taxi,1517,1.0
ocjeng,taxi,1783,1.0
ockiho,taxi,1704,1.0
ockoac,taxi,689,1.0
ockolr,taxi,1498,1.0
ocshit,taxi,1742,1.0
ocwyit,taxi,1407,1.0
odklob,taxi,1565,1.0
odlorh,taxi,1781,1.0
odocje,taxi,1701,1.0
odolfe,taxi,1486,1.0
odoywu,taxi,1453,1.0
odscix,taxi,1630,1.0
ofikco,taxi,1786,1.0
ofjeeq,taxi,1715,1.0
ofodwo,taxi,1799,1.0
ogawje,taxi,1571,1.0
ogdygd,taxi,1572,1.0
oggluv,taxi,1438,1.0
ogijtr,taxi,1720,1.0
ogikli,taxi,1619,1.0
ogjoch,taxi,1729,1.0
ognoww,taxi,1635,1.0
ogofvo,taxi,836,1.0
ogphag,taxi,1718,1.0
ogshtc,taxi,1636,1.0
ogurju,taxi,1600,1.0
oiphye,taxi,1554,1.0
oipial,taxi,1722,1.0
oirzgo,taxi,1588,1.0
oivnab,taxi,1799,1.0
ojachm,taxi,1664,1.0
ojbaso,taxi,1711,1.0
ojfann,taxi,1731,1.0
ojfequ,taxi,1556,1.0
ojfiez,taxi,1506,1.0
ojpoot,taxi,1706,1.0
ojroig,taxi,1810,1.0
ojumna,taxi,1646,1.0
ojvigh,taxi,1747,1.0
ojwyky,taxi,1778,1.0
okavka,taxi,1744,1.0
okblah,taxi,1779,1.0
okchym,taxi,1535,1.0
okneyd,taxi,930,1.0
oknsco,taxi,1646,1.0
okquak,taxi,1773,1.0
oksbos,taxi,1545,1.0
oktuls,taxi,1599,1.0
okvats,taxi,1358,1.0
oljnek,taxi,1788,1.0
omcuky,taxi,1662,1.0
omdrid,taxi,530,1.0
omluaj,taxi,1713,1.0
omwyek,taxi,1664,1.0
onanns,taxi,226,1.0
oncalk,taxi,1680,1.0
oncixp,taxi,1688,1.0
onghoj,taxi,1608,1.0
onkawc,taxi,1566,1.0
ononma,taxi,1728,1.0
onvahe,taxi,1733,1.0
onwohy,taxi,1417,1.0
onyacj,taxi,1709,1.0
onyenr,taxi,1525,1.0
oocsod,taxi,1670,1.0
oogchy,taxi,1686,1.0
ootquo,taxi,1447,1.0
ootyec,taxi,1781,1.0
oowfmu,taxi,128,1.0
opgove,taxi,1576,1.0
ophgir,taxi,1605,1.0
ophugb,taxi,1803,1.0
opjerm,taxi,1617,1.0
opmisa,taxi,1730,1.0
opnown,taxi,1457,1.0
oquiat,taxi,1751,1.0
orkbat,taxi,1650,1.0
orocdu,taxi,1036,1.0
orptme,taxi,1742,1.0
orrrar,taxi,1691,1.0
orsyal,taxi,1659,1.0
osacmu,taxi,617,1.0
osckro,taxi,1796,1.0
oshyon,taxi,1779,1.0
osocce,taxi,1803,1.0
otasfi,taxi,1770,1.0
otfaho,taxi,1446,1.0
otmego,taxi,1195,1.0
otscok,taxi,1814,1.0
otswra,taxi,1514,1.0
otvasd,taxi,1736,1.0
ouvdan,taxi,1588,1.0
ovkojy,taxi,1751,1.0
ovnacg,taxi,1523,1.0
ovyijn,taxi,1667,1.0
owbsus,taxi,1727,1.0
owgves,taxi,1704,1.0
owhagm,taxi,1185,1.0
owufre,taxi,1424,1.0
oxdogh,taxi,1703,1.0
oyclsd,taxi,1342,1.0
oydtes,taxi,1765,1.0
oygmeb,taxi,1522,1.0
oygvar,taxi,1328,1.0
ubgiho,taxi,1619,1.0
ubjajo,taxi,1745,1.0
ubjaju,taxi,1626,1.0
ubnank,taxi,1660,1.0
ubzach,taxi,1420,1.0
ucbiya,taxi,1764,1.0
ucdewy,taxi,844,1.0
ucgewf,taxi,1779,1.0
uchjaf,taxi,1713,1.0
ucovla,taxi,1690,1.0
ucvepn,taxi,1649,1.0
udguic,taxi,1661,1.0
udthon,taxi,1617,1.0
udtiog,taxi,1730,1.0
udveoy,taxi,1726,1.0
udwadl,taxi,1471,1.0
udwebi,taxi,1218,1.0
udwiul,taxi,1728,1.0
ufdoyn,taxi,1633,1.0
ugatna,taxi,1839,1.0
ugdifb,taxi,1495,1.0
uggdye,taxi,1725,1.0
ugifma,taxi,1652,1.0
ugthfu,taxi,1522,1.0
ujhuki,taxi,1629,1.0
ujkiwe,taxi,1645,1.0
ujnaww,taxi,1640,1.0
ujtosh,taxi,1142,1.0
ujtrud,taxi,1752,1.0
ukgoaf,taxi,1742,1.0
uklsdr,taxi,1746,1.0
uljior,taxi,1484,1.0
umhenw,taxi,1519,1.0
umsmth,taxi,1738,1.0
umvohu,taxi,1726,1.0
unquek,taxi,1660,1.0
unwrai,taxi,395,1.0
upchim,taxi,1744,1.0
upsjav,taxi,1762,1.0
upthin,taxi,1209,1.0
urfhod,taxi,1651,1.0
usadri,taxi,1444,1.0
usbekh,taxi,1750,1.0
ushfeo,taxi,1679,1.0
uthiss,taxi,1519,1.0
uthomo,taxi,1690,1.0
uthsyi,taxi,1338,1.0
utjanr,taxi,1714,1.0
utkibe,taxi,1482,1.0
utlurv,taxi,1732,1.0
utthwa,taxi,505,1.0
uttorh,taxi,1421,1.0
utvoho,taxi,1671,1.0
utwoab,taxi,1748,1.0
uvburk,taxi,1318,1.0
uvigch,taxi,1734,1.0
uvjeah,taxi,1637,1.0
uvjova,taxi,1493,1.0
uvreoi,taxi,1597,1.0
