user_id,sample_interval_min,interpolation_method,taxi
ednill,5,nearest,1426
edodbl,5,linear,6046
edodbl,5,nearest,1187
edombo,5,linear,738
edombo,5,nearest,149
edrafs,5,linear,858
edrafs,5,nearest,268
eedigk,5,linear,6045
eedigk,5,nearest,1131
eefayb,5,linear,6039
eefayb,5,nearest,947
eegcef,5,linear,5772
eegcef,5,nearest,1052
eemafb,5,linear,6038
eemafb,5,nearest,289
eenjou,5,linear,6045
eenjou,5,nearest,1050
eersdo,5,linear,6047
eersdo,5,nearest,1340
eesbaj,5,linear,6046
eesbaj,5,nearest,1282
efcati,5,linear,5940
efcati,5,nearest,1319
effneo,5,linear,6047
effneo,5,nearest,1205
efghak,5,linear,6044
efghak,5,nearest,911
efgoak,5,linear,6046
efgoak,5,nearest,1456
efmymo,5,linear,969
efmymo,5,nearest,221
efonve,5,linear,6019
efonve,5,nearest,1515
efsphe,5,linear,5943
efsphe,5,nearest,716
eggfri,5,linear,6046
eggfri,5,nearest,1214
eghanw,5,linear,5427
eghanw,5,nearest,1009
egloha,5,linear,6042
egloha,5,nearest,826
egnata,5,linear,6047
egnata,5,nearest,1325
egreos,5,linear,6047
egreos,5,nearest,352
egteir,5,linear,4908
egteir,5,nearest,848
egwicj,5,linear,6044
egwicj,5,nearest,317
eiboid,5,linear,6047
eiboid,5,nearest,834
eicmyn,5,linear,6009
eicmyn,5,nearest,358
eifvid,5,linear,6047
eifvid,5,nearest,1166
eincuf,5,linear,5676
eincuf,5,nearest,242
eitpem,5,linear,5338
eitpem,5,nearest,464
ejcrur,5,linear,6047
ejcrur,5,nearest,745
ejesba,5,linear,6047
ejesba,5,nearest,800
ejkipu,5,linear,6035
ejkipu,5,nearest,764
ejnoax,5,linear,6043
ejnoax,5,nearest,824
ejshig,5,linear,6043
ejshig,5,nearest,1704
ejtobu,5,linear,6046
ejtobu,5,nearest,1455
ekenuc,5,linear,6047
ekenuc,5,nearest,1016
ekfrab,5,linear,5979
ekfrab,5,nearest,566
ektamy,5,linear,6044
ektamy,5,nearest,1681
ektuyo,5,linear,6043
ektuyo,5,nearest,887
ekyosj,5,linear,6041
ekyosj,5,nearest,1355
elafle,5,linear,6047
elafle,5,nearest,1251
elbnax,5,linear,6047
elbnax,5,nearest,1341
elfyea,5,linear,6045
elfyea,5,nearest,1192
elhuyo,5,linear,1595
elhuyo,5,nearest,229
ellimt,5,linear,6045
ellimt,5,nearest,900
elswck,5,linear,6041
elswck,5,nearest,1159
elvgid,5,linear,1137
elvgid,5,nearest,180
elwesn,5,linear,6045
elwesn,5,nearest,1023
enarwe,5,linear,5963
enarwe,5,nearest,1233
enekbl,5,linear,6045
enekbl,5,nearest,1336
enidmo,5,linear,5970
enidmo,5,nearest,773
enjubp,5,linear,6044
enjubp,5,nearest,1001
enkkan,5,linear,6045
enkkan,5,nearest,1465
enyene,5,linear,970
enyene,5,nearest,92
enyons,5,linear,6046
enyons,5,nearest,1477
eoccoi,5,linear,5926
eoccoi,5,nearest,1123
eoffri,5,linear,6046
eoffri,5,nearest,1355
eoivqu,5,linear,6047
eoivqu,5,nearest,518
eokrac,5,linear,6039
eokrac,5,nearest,1294
eolgug,5,linear,6044
eolgug,5,nearest,982
eoslui,5,linear,5954
eoslui,5,nearest,1533
eotcue,5,linear,7
eovsyt,5,linear,6047
eovsyt,5,nearest,949
eoydba,5,linear,3658
eoydba,5,nearest,450
epabca,5,linear,6047
epabca,5,nearest,1742
epemva,5,linear,6045
epemva,5,nearest,1538
epkiap,5,linear,6047
epkiap,5,nearest,1206
equioc,5,linear,6046
equioc,5,nearest,1329
equoaw,5,linear,6045
equoaw,5,nearest,997
erjboy,5,linear,6045
erjboy,5,nearest,1315
erjcre,5,linear,6027
erjcre,5,nearest,1400
erjtai,5,linear,6047
erjtai,5,nearest,870
erulgh,5,linear,6047
erulgh,5,nearest,1321
erwumu,5,linear,6037
erwumu,5,nearest,1320
eryeig,5,linear,6046
eryeig,5,nearest,1213
eshria,5,linear,6047
eshria,5,nearest,1086
eshroa,5,linear,6047
eshroa,5,nearest,1309
esnddc,5,linear,6047
esnddc,5,nearest,1316
esudce,5,linear,6045
esudce,5,nearest,1177
etalra,5,linear,6032
etalra,5,nearest,716
etirnf,5,linear,951
etirnf,5,nearest,63
etnads,5,linear,6044
etnads,5,nearest,1524
eufdod,5,linear,6021
eufdod,5,nearest,957
evbacc,5,linear,5995
evbacc,5,nearest,1372
evdyff,5,linear,6046
evdyff,5,nearest,1210
evfler,5,linear,5722
evfler,5,nearest,328
evijce,5,linear,6013
evijce,5,nearest,114
evjoko,5,linear,6047
evjoko,5,nearest,1200
evmaja,5,linear,6045
evmaja,5,nearest,464
evtitd,5,linear,6046
evtitd,5,nearest,1488
ewbglo,5,linear,6044
ewbglo,5,nearest,853
ewedkl,5,linear,6046
ewedkl,5,nearest,769
ewufri,5,linear,6047
ewufri,5,nearest,1201
ewvnil,5,linear,6045
ewvnil,5,nearest,1015
exskaf,5,linear,6047
exskaf,5,nearest,1189
eybmij,5,linear,6045
eybmij,5,nearest,1146
eybyay,5,linear,6041
eybyay,5,nearest,1238
eydadg,5,linear,727
eydadg,5,nearest,56
eytups,5,linear,6047
eytups,5,nearest,908
iacbyb,5,linear,5956
iacbyb,5,nearest,406
iackaw,5,linear,6046
iackaw,5,nearest,1338
iafbag,5,linear,5685
iafbag,5,nearest,1032
iafstn,5,linear,6046
iafstn,5,nearest,1123
iaggri,5,linear,6043
iaggri,5,nearest,618
iagods,5,linear,849
iagods,5,nearest,149
iahoro,5,linear,6041
iahoro,5,nearest,631
iapber,5,linear,5814
iapber,5,nearest,1005
iatmeu,5,linear,6041
iatmeu,5,nearest,327
iatojb,5,linear,6047
iatojb,5,nearest,1093
iawxbe,5,linear,6045
iawxbe,5,nearest,594
ibflsr,5,linear,6047
ibflsr,5,nearest,1295
ibgryk,5,linear,6042
ibgryk,5,nearest,974
iblool,5,linear,6044
iblool,5,nearest,1091
ibpijd,5,linear,6046
ibpijd,5,nearest,1362
ibwici,5,linear,6041
ibwici,5,nearest,761
icagpo,5,linear,6044
icagpo,5,nearest,1315
icdahe,5,linear,937
icdahe,5,nearest,129
icdapn,5,linear,6047
icdapn,5,nearest,897
icdult,5,linear,4415
icdult,5,nearest,326
icedpa,5,linear,6045
icedpa,5,nearest,790
ichank,5,linear,5979
ichank,5,nearest,674
ichiki,5,linear,6047
ichiki,5,nearest,1091
ickguw,5,linear,6045
ickguw,5,nearest,1380
ickphi,5,linear,6046
ickphi,5,nearest,998
ickviy,5,linear,6046
ickviy,5,nearest,1155
icodmu,5,linear,6047
icodmu,5,nearest,346
ictlyp,5,linear,6044
ictlyp,5,nearest,625
ictmuo,5,linear,5298
ictmuo,5,nearest,381
icwiro,5,linear,6046
icwiro,5,nearest,1409
idbayb,5,linear,6046
idbayb,5,nearest,865
idcadg,5,linear,6042
idcadg,5,nearest,632
ideutg,5,linear,6045
ideutg,5,nearest,1322
idholv,5,linear,6044
idholv,5,nearest,1483
idjoat,5,linear,288
idjoat,5,nearest,77
idjojw,5,linear,4367
idjojw,5,nearest,162
idjokv,5,linear,6046
idjokv,5,nearest,1214
idlorr,5,linear,6039
idlorr,5,nearest,1121
idodly,5,linear,6036
idodly,5,nearest,1206
idshyw,5,linear,5944
idshyw,5,nearest,1129
idsmuk,5,linear,6045
idsmuk,5,nearest,990
idtwal,5,linear,622
idtwal,5,nearest,158
idvoww,5,linear,6046
idvoww,5,nearest,1251
ifanfa,5,linear,5952
ifanfa,5,nearest,529
ifefro,5,linear,5374
ifefro,5,nearest,656
ifelas,5,linear,6045
ifelas,5,nearest,1025
ifeshc,5,linear,60
ifeshc,5,nearest,10
ifkald,5,linear,6047
ifkald,5,nearest,910
ifragc,5,linear,5962
ifragc,5,nearest,1141
igglit,5,linear,6047
igglit,5,nearest,866
igsoys,5,linear,6046
igsoys,5,nearest,1217
igvidt,5,linear,6041
igvidt,5,nearest,1240
ijcoga,5,linear,6044
ijcoga,5,nearest,1659
ijdeyd,5,linear,6047
ijdeyd,5,nearest,1203
ijhigo,5,linear,6045
ijhigo,5,nearest,1052
ijhipv,5,linear,6047
ijhipv,5,nearest,1266
ijpiaw,5,linear,6046
ijpiaw,5,nearest,1241
ijpruk,5,linear,6045
ijpruk,5,nearest,1337
ijthin,5,linear,5984
ijthin,5,nearest,599
ijtowh,5,linear,6046
ijtowh,5,nearest,1156
ikdagc,5,linear,6010
ikdagc,5,nearest,804
ikkimm,5,linear,6041
ikkimm,5,nearest,1514
ikujfu,5,linear,6045
ikujfu,5,nearest,1326
ilcoby,5,linear,6045
ilcoby,5,nearest,901
ilkble,5,linear,6046
ilkble,5,nearest,749
ilkedv,5,linear,6043
ilkedv,5,nearest,1029
ilyutj,5,linear,6046
ilyutj,5,nearest,1481
imhacy,5,linear,5731
imhacy,5,nearest,311
imnees,5,linear,6038
imnees,5,nearest,895
imoikc,5,linear,6047
imoikc,5,nearest,1268
imwryt,5,linear,6047
imwryt,5,nearest,1011
imwyoj,5,linear,6046
imwyoj,5,nearest,1687
inckki,5,linear,6043
inckki,5,nearest,1082
indtwr,5,linear,6045
indtwr,5,nearest,856
indyep,5,linear,6034
indyep,5,nearest,1349
inghog,5,linear,6045
inghog,5,nearest,1146
inghot,5,linear,6045
inghot,5,nearest,832
inhial,5,linear,3732
inhial,5,nearest,273
inlica,5,linear,6045
inlica,5,nearest,1029
inquay,5,linear,6042
inquay,5,nearest,1329
inshfo,5,linear,1246
inshfo,5,nearest,147
insodf,5,linear,6046
insodf,5,nearest,980
ioajdi,5,linear,6042
ioajdi,5,nearest,1549
ioangi,5,linear,5798
ioangi,5,nearest,1036
iodjie,5,linear,6044
iodjie,5,nearest,1271
iodlac,5,linear,5670
iodlac,5,nearest,1337
iofpli,5,linear,6042
iofpli,5,nearest,815
ioivkn,5,linear,5997
ioivkn,5,nearest,542
iorjtw,5,linear,6046
iorjtw,5,nearest,1277
iotklo,5,linear,6047
iotklo,5,nearest,1205
iovhar,5,linear,6046
iovhar,5,nearest,1189
iovlit,5,linear,6044
iovlit,5,nearest,1380
ioytgo,5,linear,6022
ioytgo,5,nearest,732
ipdioi,5,linear,6045
ipdioi,5,nearest,1284
ipdraw,5,linear,625
ipdraw,5,nearest,155
iphesp,5,linear,6040
iphesp,5,nearest,565
iphybc,5,linear,6045
iphybc,5,nearest,1156
ipjier,5,linear,6047
ipjier,5,nearest,891
ippfei,5,linear,4683
ippfei,5,nearest,1208
irjfen,5,linear,6043
irjfen,5,nearest,1228
isekdy,5,linear,6046
isekdy,5,nearest,1094
isfikt,5,linear,6045
isfikt,5,nearest,770
ishvir,5,linear,6047
ishvir,5,nearest,1334
isnthl,5,linear,1921
isnthl,5,nearest,236
ispaww,5,linear,6046
ispaww,5,nearest,1433
isvayd,5,linear,6031
isvayd,5,nearest,590
itacfl,5,linear,6047
itacfl,5,nearest,1459
itbadp,5,linear,6047
itbadp,5,nearest,1261
itbejs,5,linear,5966
itbejs,5,nearest,1062
itcemr,5,linear,5819
itcemr,5,nearest,1118
ithpet,5,linear,6040
ithpet,5,nearest,561
itmeps,5,linear,5873
itmeps,5,nearest,685
itpivo,5,linear,6038
itpivo,5,nearest,1203
itquir,5,linear,6047
itquir,5,nearest,1166
ivheoo,5,linear,6045
ivheoo,5,nearest,1083
ivkock,5,linear,6047
ivkock,5,nearest,1246
izowcu,5,linear,5961
izowcu,5,nearest,459
oadwow,5,linear,477
oadwow,5,nearest,188
oafhyn,5,linear,5993
oafhyn,5,nearest,1250
oahudf,5,linear,5953
oahudf,5,nearest,1582
oakpik,5,linear,5962
oakpik,5,nearest,920
oapwyc,5,linear,6044
oapwyc,5,nearest,1371
oasthu,5,linear,5840
oasthu,5,nearest,546
obacva,5,linear,6046
obacva,5,nearest,1195
obceoo,5,linear,6046
obceoo,5,nearest,753
obheuj,5,linear,6047
obheuj,5,nearest,1177
objoyh,5,linear,91
objoyh,5,nearest,21
oblyag,5,linear,6046
oblyag,5,nearest,1426
obsimj,5,linear,6047
obsimj,5,nearest,1346
occeyd,5,linear,6045
occeyd,5,nearest,758
occrok,5,linear,6046
occrok,5,nearest,1074
ochotc,5,linear,6044
ochotc,5,nearest,894
ochtin,5,linear,6042
ochtin,5,nearest,673
ocjeng,5,linear,6045
ocjeng,5,nearest,1238
ockiho,5,linear,6046
ockiho,5,nearest,1421
ockoac,5,linear,2608
ockoac,5,nearest,458
ockolr,5,linear,4989
ockolr,5,nearest,1338
ocshit,5,linear,6045
ocshit,5,nearest,1068
ocwyit,5,linear,6033
ocwyit,5,nearest,754
odklob,5,linear,6046
odklob,5,nearest,656
odlorh,5,linear,6044
odlorh,5,nearest,1298
odocje,5,linear,6043
odocje,5,nearest,1114
odolfe,5,linear,6047
odolfe,5,nearest,782
odoywu,5,linear,6047
odoywu,5,nearest,730
odscix,5,linear,6045
odscix,5,nearest,657
ofikco,5,linear,6045
ofikco,5,nearest,1709
ofjeeq,5,linear,6047
ofjeeq,5,nearest,1159
ofodwo,5,linear,6046
ofodwo,5,nearest,1011
ogawje,5,linear,5776
ogawje,5,nearest,1165
ogdygd,5,linear,5792
ogdygd,5,nearest,1279
oggluv,5,linear,5868
oggluv,5,nearest,533
ogijtr,5,linear,6046
ogijtr,5,nearest,1251
ogikli,5,linear,6043
ogikli,5,nearest,1236
ogjoch,5,linear,6047
ogjoch,5,nearest,1376
ognoww,5,linear,6023
ognoww,5,nearest,1197
ogofvo,5,linear,2791
ogofvo,5,nearest,787
ogphag,5,linear,6045
ogphag,5,nearest,1333
ogshtc,5,linear,6047
ogshtc,5,nearest,1332
ogurju,5,linear,6046
ogurju,5,nearest,1130
oiphye,5,linear,5864
oiphye,5,nearest,1006
oipial,5,linear,6037
oipial,5,nearest,1376
oirzgo,5,linear,5958
oirzgo,5,nearest,888
oivnab,5,linear,6033
oivnab,5,nearest,1167
ojachm,5,linear,6040
ojachm,5,nearest,1228
ojbaso,5,linear,6044
ojbaso,5,nearest,1259
ojfann,5,linear,6047
ojfann,5,nearest,1365
ojfequ,5,linear,6045
ojfequ,5,nearest,556
ojfiez,5,linear,5941
ojfiez,5,nearest,536
ojpoot,5,linear,6047
ojpoot,5,nearest,1310
ojroig,5,linear,6046
ojroig,5,nearest,1187
ojumna,5,linear,5964
ojumna,5,nearest,1308
ojvigh,5,linear,6042
ojvigh,5,nearest,1250
ojwyky,5,linear,5948
ojwyky,5,nearest,1314
okavka,5,linear,6042
okavka,5,nearest,1200
okblah,5,linear,6045
okblah,5,nearest,1752
okchym,5,linear,6046
okchym,5,nearest,856
okneyd,5,linear,3640
okneyd,5,nearest,503
oknsco,5,linear,6047
oknsco,5,nearest,1269
okquak,5,linear,6047
okquak,5,nearest,1358
oksbos,5,linear,6047
oksbos,5,nearest,887
oktuls,5,linear,6044
oktuls,5,nearest,1172
okvats,5,linear,6042
okvats,5,nearest,637
oljnek,5,linear,5993
oljnek,5,nearest,1493
omcuky,5,linear,5942
omcuky,5,nearest,1116
omdrid,5,linear,1761
omdrid,5,nearest,585
omluaj,5,linear,6041
omluaj,5,nearest,1105
omwyek,5,linear,6047
omwyek,5,nearest,1161
onanns,5,linear,762
onanns,5,nearest,205
oncalk,5,linear,6045
oncalk,5,nearest,1137
oncixp,5,linear,6041
oncixp,5,nearest,985
onghoj,5,linear,6045
onghoj,5,nearest,1032
onkawc,5,linear,6045
onkawc,5,nearest,1012
ononma,5,linear,6047
ononma,5,nearest,1375
onvahe,5,linear,6046
onvahe,5,nearest,1280
onwohy,5,linear,6042
onwohy,5,nearest,229
onyacj,5,linear,6044
onyacj,5,nearest,1345
onyenr,5,linear,6047
onyenr,5,nearest,1035
oocsod,5,linear,6047
oocsod,5,nearest,1083
oogchy,5,linear,6047
oogchy,5,nearest,1027
ootquo,5,linear,6045
ootquo,5,nearest,480
ootyec,5,linear,6046
ootyec,5,nearest,1542
oowfmu,5,linear,534
oowfmu,5,nearest,63
opgove,5,linear,6046
opgove,5,nearest,853
ophgir,5,linear,5947
ophgir,5,nearest,996
ophugb,5,linear,6045
ophugb,5,nearest,1000
opjerm,5,linear,6042
opjerm,5,nearest,1054
opmisa,5,linear,6044
opmisa,5,nearest,1496
opnown,5,linear,6047
opnown,5,nearest,884
oquiat,5,linear,6046
oquiat,5,nearest,1244
orkbat,5,linear,6045
orkbat,5,nearest,1063
orocdu,5,linear,3758
orocdu,5,nearest,687
orptme,5,linear,6040
orptme,5,nearest,1043
orrrar,5,linear,6047
orrrar,5,nearest,1269
orsyal,5,linear,6047
orsyal,5,nearest,971
osacmu,5,linear,2246
osacmu,5,nearest,486
osckro,5,linear,6047
osckro,5,nearest,1274
oshyon,5,linear,6046
oshyon,5,nearest,1496
osocce,5,linear,6046
osocce,5,nearest,1461
otasfi,5,linear,6046
otasfi,5,nearest,1538
otfaho,5,linear,6041
otfaho,5,nearest,772
otmego,5,linear,5948
otmego,5,nearest,296
otscok,5,linear,6046
otscok,5,nearest,1428
otswra,5,linear,4955
otswra,5,nearest,1531
otvasd,5,linear,6045
otvasd,5,nearest,1269
ouvdan,5,linear,5954
ouvdan,5,nearest,1121
ovkojy,5,linear,5957
ovkojy,5,nearest,1373
ovnacg,5,linear,6037
ovnacg,5,nearest,507
ovyijn,5,linear,6045
ovyijn,5,nearest,1200
owbsus,5,linear,6045
owbsus,5,nearest,1288
owgves,5,linear,6043
owgves,5,nearest,1324
owhagm,5,linear,5017
owhagm,5,nearest,579
owufre,5,linear,6038
owufre,5,nearest,450
oxdogh,5,linear,5693
oxdogh,5,nearest,1433
oyclsd,5,linear,6045
oyclsd,5,nearest,594
oydtes,5,linear,6047
oydtes,5,nearest,1489
oygmeb,5,linear,6043
oygmeb,5,nearest,982
oygvar,5,linear,5948
oygvar,5,nearest,234
ubgiho,5,linear,6046
ubgiho,5,nearest,963
ubjajo,5,linear,6047
ubjajo,5,nearest,1502
ubjaju,5,linear,5946
ubjaju,5,nearest,829
ubnank,5,linear,6046
ubnank,5,nearest,1094
ubzach,5,linear,5168
ubzach,5,nearest,959
ucbiya,5,linear,6045
ucbiya,5,nearest,1118
ucdewy,5,linear,3776
ucdewy,5,nearest,578
ucgewf,5,linear,6047
ucgewf,5,nearest,1387
uchjaf,5,linear,6037
uchjaf,5,nearest,904
ucovla,5,linear,6044
ucovla,5,nearest,815
ucvepn,5,linear,5921
ucvepn,5,nearest,888
udguic,5,linear,6036
udguic,5,nearest,1056
udthon,5,linear,5969
udthon,5,nearest,1145
udtiog,5,linear,6042
udtiog,5,nearest,974
udveoy,5,linear,6037
udveoy,5,nearest,1147
udwadl,5,linear,6046
udwadl,5,nearest,753
udwebi,5,linear,5612
udwebi,5,nearest,543
udwiul,5,linear,6047
udwiul,5,nearest,1308
ufdoyn,5,linear,6045
ufdoyn,5,nearest,997
ugatna,5,linear,6044
ugatna,5,nearest,1651
ugdifb,5,linear,5906
ugdifb,5,nearest,747
uggdye,5,linear,6047
uggdye,5,nearest,1478
ugifma,5,linear,6046
ugifma,5,nearest,911
ugthfu,5,linear,5938
ugthfu,5,nearest,936
ujhuki,5,linear,6043
ujhuki,5,nearest,1051
ujkiwe,5,linear,5998
ujkiwe,5,nearest,1111
ujnaww,5,linear,6047
ujnaww,5,nearest,1082
ujtosh,5,linear,4140
ujtosh,5,nearest,940
ujtrud,5,linear,6047
ujtrud,5,nearest,1214
ukgoaf,5,linear,6041
ukgoaf,5,nearest,1331
uklsdr,5,linear,6047
uklsdr,5,nearest,1542
uljior,5,linear,6046
uljior,5,nearest,763
umhenw,5,linear,6047
umhenw,5,nearest,556
umsmth,5,linear,6047
umsmth,5,nearest,1348
umvohu,5,linear,6047
umvohu,5,nearest,1530
unquek,5,linear,6046
unquek,5,nearest,1087
unwrai,5,linear,1527
unwrai,5,nearest,162
upchim,5,linear,6043
upchim,5,nearest,1568
upsjav,5,linear,6047
upsjav,5,nearest,1540
upthin,5,linear,6009
upthin,5,nearest,382
urfhod,5,linear,5587
urfhod,5,nearest,1106
usadri,5,linear,6030
usadri,5,nearest,133
usbekh,5,linear,6047
usbekh,5,nearest,1100
ushfeo,5,linear,6047
ushfeo,5,nearest,867
uthiss,5,linear,6027
uthiss,5,nearest,467
uthomo,5,linear,6047
uthomo,5,nearest,1131
uthsyi,5,linear,5861
uthsyi,5,nearest,259
utjanr,5,linear,6046
utjanr,5,nearest,1404
utkibe,5,linear,6040
utkibe,5,nearest,547
